"Season","Id","Name","Position","Team","Conference","CountablePlays","AveragePPA All","AveragePPA Pass","AveragePPA Rush","TotalPPA All","TotalPPA Pass","TotalPPA Rush"
"2023","4690144","BJ Alexander","WR","Florida Atlantic","American Athletic","5","-0.928","-0.928","","-4.64","-4.64",""
"2023","4869960","KZ Adams","RB","Georgia State","Sun Belt","8","-0.831","","-0.831","-6.65","","-6.65"
"2023","4912275","Christian Washington","RB","New Mexico","Mountain West","7","-0.732","-0.021","-0.85","-5.122","-0.021","-5.101"
"2023","4571305","Zak Wallace","RB","Arkansas State","Sun Belt","15","-0.591","-0.621","-0.586","-8.86","-1.243","-7.617"
"2023","4373662","Billy Bowens","WR","Boise State","Mountain West","5","-0.576","-0.576","","-2.878","-2.878",""
"2023","4869120","Ashton Hayes","RB","Nevada","Mountain West","6","-0.573","-0.657","-0.556","-3.437","-0.657","-2.78"
"2023","4794107","Marlon Gunn","RB","East Carolina","American Athletic","6","-0.525","","-0.525","-3.15","","-3.15"
"2023","4690073","Craig Burt Jr.","WR","Western Kentucky","Conference USA","6","-0.512","-0.512","","-3.072","-3.072",""
"2023","4429186","Sam Adams II","RB","Washington","Pac-12","5","-0.497","0.28","-0.691","-2.484","0.28","-2.764"
"2023","4427916","Tony Mathis","RB","Houston","Big 12","8","-0.458","","-0.458","-3.663","","-3.663"
"2023","4875667","Marion Lukes","RB","Central Michigan","Mid-American","12","-0.456","-0.492","-0.444","-5.468","-1.476","-3.992"
"2023","4826635","Jaxon Dailey","QB","Arkansas State","Sun Belt","8","-0.443","-0.443","","-3.542","-3.542",""
"2023","4432551","Stacy Sneed","RB","Houston","Big 12","8","-0.442","-0.794","-0.392","-3.537","-0.794","-2.743"
"2023","4569024","Jaylen Thomas","RB","Kent State","Mid-American","5","-0.423","","-0.423","-2.117","","-2.117"
"2023","4890702","Giovanni Sanders","WR","Arizona State","Pac-12","6","-0.42","-0.42","","-2.519","-2.519",""
"2023","4837335","Richard Reese","RB","Baylor","Big 12","17","-0.408","-0.012","-0.493","-6.933","-0.037","-6.896"
"2023","4433965","Brandon Campbell","RB","Houston","Big 12","7","-0.395","-0.141","-0.438","-2.768","-0.141","-2.628"
"2023","5152200","Jamari Ferrell","RB","Wyoming","Mountain West","5","-0.395","","-0.395","-1.977","","-1.977"
"2023","4917310","Zylan Perry","RB","Louisiana","Sun Belt","11","-0.38","-0.656","-0.352","-4.176","-0.656","-3.52"
"2023","4363033","Anthony Grant","RB","Nebraska","Big Ten","8","-0.37","","-0.37","-2.961","","-2.961"
"2023","4879526","Shane Johnson","WR","Sam Houston State","Conference USA","5","-0.367","-0.367","","-1.834","-1.834",""
"2023","4685526","Adam Randall","WR","Clemson","ACC","5","-0.366","-0.366","","-1.831","-1.831",""
"2023","4689118","Jay Rockwell","WR","Sam Houston State","Conference USA","5","-0.362","-0.362","","-1.808","-1.808",""
"2023","4427649","Kelley Joiner Jr.","RB","South Florida","American Athletic","8","-0.344","-0.296","-0.674","-2.749","-2.075","-0.674"
"2023","4430404","Aidan Robbins","RB","BYU","Big 12","12","-0.338","-0.586","-0.288","-4.056","-1.172","-2.884"
"2023","4911929","Alonza Barnett","QB","James Madison","Sun Belt","15","-0.332","-0.828","0.659","-4.98","-8.277","3.297"
"2023","4362499","Mark Pope","WR","UMass","FBS Independents","8","-0.331","-0.234","-0.623","-2.648","-1.402","-1.246"
"2023","4567707","Grayson James","QB","Florida International","Conference USA","21","-0.328","-0.583","0.18","-6.896","-8.157","1.261"
"2023","4569559","Devaughn Vele","WR","Utah","Pac-12","11","-0.323","-0.323","","-3.558","-3.558",""
"2023","4709788","Vaughn Pemberton","RB","Ball State","Mid-American","5","-0.315","-0.801","-0.193","-1.575","-0.801","-0.773"
"2023","4428915","Lee Witherspoon","RB","UAB","American Athletic","5","-0.312","-0.082","-0.465","-1.561","-0.165","-1.396"
"2023","4870934","Rueben Owens","RB","Texas A&M","SEC","15","-0.294","0.208","-0.545","-4.408","1.039","-5.447"
"2023","4686223","Malachi Thomas","RB","Virginia Tech","ACC","19","-0.293","-0.122","-0.303","-5.568","-0.122","-5.446"
"2023","4683501","Emmett Morehead","QB","Boston College","ACC","11","-0.282","-0.272","-0.388","-3.107","-2.719","-0.388"
"2023","4687515","EJ Wilson Jr.","RB","Temple","American Athletic","5","-0.281","-0.793","0.06","-1.407","-1.586","0.18"
"2023","4686513","Frank Peasant","RB","Middle Tennessee","Conference USA","17","-0.275","-0.128","-0.307","-4.677","-0.383","-4.294"
"2023","4689809","Ay'Juan Marshall","WR","Army","FBS Independents","7","-0.271","-1.038","0.305","-1.894","-3.115","1.221"
"2023","4587705","Cam'Ron Valdez","RB","Texas Tech","Big 12","6","-0.264","","-0.264","-1.586","","-1.586"
"2023","4702555","Jonah Coleman","RB","Arizona","Pac-12","5","-0.261","","-0.261","-1.304","","-1.304"
"2023","4775264","Tony Muskett","QB","Virginia","ACC","25","-0.259","-0.162","-0.567","-6.482","-3.082","-3.4"
"2023","4431487","Savion Williams","WR","TCU","Big 12","7","-0.257","-0.64","2.044","-1.798","-3.842","2.044"
"2023","4683665","Zuberi Mobley","RB","Florida Atlantic","American Athletic","17","-0.256","0.823","-0.324","-4.36","0.823","-5.183"
"2023","4429618","Justice Ellison","RB","Wake Forest","ACC","12","-0.25","-0.297","-0.24","-2.999","-0.594","-2.405"
"2023","4685385","Anthony Hankerson","RB","Colorado","Pac-12","15","-0.247","0.336","-0.288","-3.7","0.336","-4.036"
"2023","4608922","Braydon Bennett","RB","Coastal Carolina","Sun Belt","21","-0.245","0.388","-0.35","-5.136","1.163","-6.298"
"2023","4819231","Kaleb Johnson","RB","Iowa","Big Ten","33","-0.245","","-0.245","-8.098","","-8.098"
"2023","4572525","Kobe Johnson","RB","Colorado State","Mountain West","8","-0.235","-0.056","-0.261","-1.882","-0.056","-1.826"
"2023","4429516","Doug Brumfield","QB","UNLV","Mountain West","25","-0.234","-0.158","-0.536","-5.838","-3.16","-2.678"
"2023","4431485","Leshon Williams","RB","Iowa","Big Ten","10","-0.226","0.541","-0.554","-2.257","1.624","-3.88"
"2023","4568406","Calvin Hill","RB","Texas State","Sun Belt","28","-0.224","0.25","-0.281","-6.277","0.751","-7.027"
"2023","4684525","Eli Sanders","RB","Iowa State","Big 12","5","-0.219","","-0.219","-1.093","","-1.093"
"2023","4433821","John Gentry","RB","Sam Houston State","Conference USA","13","-0.218","-0.353","-0.177","-2.828","-1.059","-1.77"
"2023","4687413","Antario Brown","RB","Northern Illinois","Mid-American","38","-0.217","-0.703","-0.204","-8.256","-0.703","-7.553"
"2023","4367207","Matt Alaimo","TE","Coastal Carolina","Sun Belt","5","-0.214","-0.214","","-1.069","-1.069",""
"2023","4431074","Jevyon Ducker","RB","Memphis","American Athletic","8","-0.212","-0.666","-0.147","-1.694","-0.666","-1.028"
"2023","4431639","BJ Harris","RB","Central Michigan","Mid-American","9","-0.211","","-0.211","-1.898","","-1.898"
"2023","4879507","Zach Hrbacek","RB","Sam Houston State","Conference USA","19","-0.21","-0.298","-0.187","-3.995","-1.192","-2.804"
"2023","4568312","Jordan Houston","RB","NC State","ACC","23","-0.208","-0.714","-0.132","-4.776","-2.142","-2.634"
"2023","5075962","Baylin Brooks","WR","San Diego State","Mountain West","6","-0.208","-0.208","","-1.245","-1.245",""
"2023","4568660","Vincent Davis","RB","UNLV","Mountain West","5","-0.205","","-0.205","-1.023","","-1.023"
"2023","4870616","Javious Bond","RB","East Carolina","American Athletic","10","-0.203","0.894","-0.477","-2.025","1.788","-3.814"
"2023","4433945","Elijah Young","RB","Western Kentucky","Conference USA","6","-0.195","","-0.195","-1.17","","-1.17"
"2023","4590347","Rahjai Harris","RB","East Carolina","American Athletic","14","-0.191","0.711","-0.26","-2.675","0.711","-3.386"
"2023","4360943","Bryce Williams","RB","Minnesota","Big Ten","7","-0.185","0.341","-0.396","-1.296","0.683","-1.979"
"2023","4709672","Ethan Payne","RB","Marshall","Sun Belt","6","-0.182","0.387","-0.296","-1.094","0.387","-1.481"
"2023","4430845","Darvon Hubbard","RB","Temple","American Athletic","16","-0.181","-0.214","-0.173","-2.891","-0.642","-2.248"
"2023","5030333","Sedrick Alexander","RB","Vanderbilt","SEC","20","-0.18","","-0.18","-3.604","","-3.604"
"2023","4613059","Devontae Houston","RB","Connecticut","FBS Independents","17","-0.178","0.554","-0.335","-3.021","1.663","-4.684"
"2023","4678010","Kyron Drones","QB","Virginia Tech","ACC","11","-0.176","-0.413","0.24","-1.931","-2.89","0.96"
"2023","5095218","Ryan Butler","RB","Stanford","Pac-12","9","-0.174","-0.114","-0.181","-1.562","-0.114","-1.448"
"2023","5081368","Squirrel White","WR","Tennessee","SEC","14","-0.174","-0.174","","-2.431","-2.431",""
"2023","4882093","Bhayshul Tuten","RB","Virginia Tech","ACC","30","-0.172","1.612","-0.371","-5.172","4.837","-10.009"
"2023","4432431","Avery Morrow","RB","Colorado State","Mountain West","12","-0.172","-0.506","-0.142","-2.064","-0.506","-1.557"
"2023","4430926","Brian Battie","RB","Auburn","SEC","9","-0.169","-1.236","-0.036","-1.525","-1.236","-0.289"
"2023","4431536","Donovan Edwards","RB","Michigan","Big Ten","20","-0.168","0.321","-0.495","-3.367","2.572","-5.939"
"2023","4805256","Sutton Smith","RB","Memphis","American Athletic","22","-0.153","-0.676","0.001","-3.356","-3.379","0.023"
"2023","4900146","Cartevious Norton","RB","Iowa State","Big 12","31","-0.152","","-0.152","-4.72","","-4.72"
"2023","4372568","Nakia Watson","RB","Washington State","Pac-12","20","-0.15","0.006","-0.178","-3.006","0.017","-3.023"
"2023","4427609","Rahmir Johnson","RB","Nebraska","Big Ten","9","-0.146","0.206","-0.322","-1.316","0.617","-1.933"
"2023","4685261","Germie Bernard","WR","Washington","Pac-12","7","-0.143","0.027","-1.164","-1.004","0.16","-1.164"
"2023","4366644","Davis Patterson","WR","Northern Illinois","Mid-American","5","-0.137","-0.137","","-0.683","-0.683",""
"2023","4430393","Jutahn Mcclain","RB","Kentucky","SEC","11","-0.135","0.231","-0.273","-1.487","0.694","-2.182"
"2023","4431416","Kiael Kelly","QB","Ball State","Mid-American","8","-0.134","2.746","-0.545","-1.07","2.746","-3.816"
"2023","4881826","Cash Jones","RB","Georgia","SEC","7","-0.129","0.066","-0.388","-0.902","0.263","-1.165"
"2023","4430049","Shedro Louis","RB","Tulane","American Athletic","12","-0.128","-0.991","-0.05","-1.539","-0.991","-0.548"
"2023","4571819","Keegan Shoemaker","QB","Sam Houston State","Conference USA","63","-0.128","-0.218","0.188","-8.069","-10.699","2.63"
"2023","4682640","Joshua McCray","RB","Illinois","Big Ten","15","-0.127","","-0.127","-1.911","","-1.911"
"2023","4689338","Dillon Johnson","RB","Washington","Pac-12","6","-0.124","1.061","-0.717","-0.747","2.122","-2.869"
"2023","4685723","Roydell Williams","RB","Alabama","SEC","16","-0.123","-0.301","-0.082","-1.965","-0.903","-1.062"
"2023","4895117","Jiya Wright","QB","Louisiana Monroe","Sun Belt","30","-0.12","-0.198","0.034","-3.611","-3.953","0.342"
"2023","4685509","Gi'Bran Payne","RB","Notre Dame","FBS Independents","17","-0.12","-0.551","-0.027","-2.034","-1.654","-0.38"
"2023","4685254","Jabari Bates","RB","San José State","Mountain West","5","-0.12","-0.004","-0.295","-0.602","-0.012","-0.59"
"2023","4870653","Kevin Concepcion","WR","NC State","ACC","15","-0.117","-0.117","","-1.757","-1.757",""
"2023","4430468","Marquez Cooper","RB","Ball State","Mid-American","21","-0.115","0.91","-0.166","-2.407","0.91","-3.318"
"2023","4870883","J.J. Kohl","QB","Iowa State","Big 12","6","-0.115","-1.138","0.908","-0.689","-3.414","2.725"
"2023","4361263","Drake Anderson","RB","Akron","Mid-American","8","-0.113","-0.566","-0.048","-0.903","-0.566","-0.337"
"2023","4430829","Michael Alaimo","QB","Kent State","Mid-American","28","-0.107","-0.05","-0.447","-2.986","-1.199","-1.787"
"2023","4429068","Ethan Garbers","QB","UCLA","Pac-12","20","-0.106","-0.137","0.067","-2.129","-2.33","0.201"
"2023","4567792","K'Wan Powell","RB","South Florida","American Athletic","16","-0.102","-0.226","-0.094","-1.636","-0.226","-1.41"
"2023","5082052","Keldric Moody","RB","Louisiana Tech","Conference USA","12","-0.099","0.234","-0.21","-1.193","0.701","-1.894"
"2023","4914980","Cole Turner","WR","Clemson","ACC","5","-0.098","-0.098","","-0.49","-0.49",""
"2023","4607267","Malik Sherrod","RB","Fresno State","Mountain West","9","-0.097","-0.186","-0.086","-0.871","-0.186","-0.685"
"2023","4362852","Dakereon Joyner","RB","South Carolina","SEC","32","-0.097","0.248","-0.254","-3.101","2.482","-5.582"
"2023","4429043","Jaylan Knighton","RB","SMU","American Athletic","16","-0.097","-0.288","-0.07","-1.557","-0.576","-0.981"
"2023","4710341","Jarquez Hunter","RB","Auburn","SEC","13","-0.088","-0.372","-0.036","-1.145","-0.745","-0.4"
"2023","4430714","Reese White","RB","Coastal Carolina","Sun Belt","21","-0.083","1.857","-0.287","-1.739","3.713","-5.452"
"2023","4433906","Trayvon Rudolph","WR","Northern Illinois","Mid-American","9","-0.083","0.246","-0.742","-0.75","1.477","-2.227"
"2023","5153056","DT Sheffield","WR","Washington State","Pac-12","5","-0.08","0.188","-1.15","-0.399","0.751","-1.15"
"2023","5081517","Brandon Chatman","RB","Navy","American Athletic","12","-0.078","-0.744","0.055","-0.939","-1.488","0.55"
"2023","4575508","DJ England-Chisolm","WR","Middle Tennessee","Conference USA","5","-0.076","-0.076","","-0.379","-0.379",""
"2023","4912240","Tylan Hines","RB","Hawai'i","Mountain West","21","-0.074","0.454","-0.198","-1.555","1.817","-3.372"
"2023","4916306","Bobby Golden","WR","Akron","Mid-American","6","-0.07","-0.055","-0.142","-0.418","-0.276","-0.142"
"2023","4429212","Rashad Amos","RB","Miami (OH)","Mid-American","31","-0.066","-0.263","-0.045","-2.054","-0.789","-1.265"
"2023","4879975","Miles Stewart","RB","Army","FBS Independents","9","-0.065","-0.814","0.028","-0.587","-0.814","0.228"
"2023","4361333","Asa Martin","RB","Troy","Sun Belt","7","-0.06","-1.29","0.145","-0.42","-1.29","0.871"
"2023","4686658","Michael Washington","RB","Buffalo","Mid-American","13","-0.053","-0.817","0.01","-0.694","-0.817","0.123"
"2023","4431398","Dylan Downing","RB","Purdue","Big Ten","12","-0.051","1.974","-0.235","-0.615","1.974","-2.589"
"2023","4432664","Gavin Blackwell","WR","North Carolina","ACC","10","-0.051","-0.051","","-0.505","-0.505",""
"2023","4429012","Kendall Milton","RB","Georgia","SEC","17","-0.05","-1.406","0.035","-0.849","-1.406","0.557"
"2023","4696240","Jaylon Jackson","RB","Eastern Michigan","Mid-American","10","-0.047","","-0.047","-0.472","","-0.472"
"2023","4880608","Juju McDowell","RB","South Carolina","SEC","12","-0.044","1.001","-0.392","-0.528","3.004","-3.532"
"2023","4870609","CJ Baxter Jr.","RB","Texas","Big 12","15","-0.043","0.101","-0.095","-0.638","0.403","-1.04"
"2023","4432434","Keyon Mozee","RB","Miami (OH)","Mid-American","7","-0.042","","-0.042","-0.292","","-0.292"
"2023","4430512","Noah Smith","WR","Sam Houston State","Conference USA","12","-0.039","-0.051","0.095","-0.465","-0.56","0.095"
"2023","4875793","Nasjza Bryant","RB","Hawai'i","Mountain West","8","-0.038","","-0.038","-0.307","","-0.307"
"2023","4426410","Mycah Pittman","WR","Utah","Pac-12","5","-0.038","0.285","-1.333","-0.191","1.142","-1.333"
"2023","4431196","Jake Briningstool","TE","Clemson","ACC","7","-0.038","-0.038","","-0.265","-0.265",""
"2023","5152221","Donerio Davenport","RB","Texas State","Sun Belt","8","-0.036","1.489","-0.544","-0.286","2.978","-3.264"
"2023","4365660","Gino Campiotti","TE","UMass","FBS Independents","6","-0.035","-0.035","","-0.211","-0.211",""
"2023","4612211","Jaison Patterson","RB","Bowling Green","Mid-American","12","-0.034","","-0.034","-0.412","","-0.412"
"2023","4685269","Jovantae Barnes","RB","Oklahoma","Big 12","9","-0.034","0.931","-0.155","-0.305","0.931","-1.236"
"2023","4682487","Cam Davis","RB","San Diego State","Mountain West","11","-0.03","0.123","-0.087","-0.327","0.368","-0.695"
"2023","4596439","Dominic Lovett","WR","Georgia","SEC","10","-0.027","-0.027","","-0.271","-0.271",""
"2023","4569156","Michael Wiley","RB","Arizona","Pac-12","21","-0.027","-1.426","0.043","-0.569","-1.426","0.857"
"2023","5083297","Jacoby Jones","WR","Ohio","Mid-American","5","-0.023","-0.023","","-0.116","-0.116",""
"2023","4878503","Antonio Patterson","RB","Florida International","Conference USA","6","-0.022","-0.12","-0.003","-0.133","-0.12","-0.014"
"2023","4570057","Cole Snyder","QB","Buffalo","Mid-American","44","-0.02","0.08","-1.018","-0.872","3.201","-4.073"
"2023","4431499","Sieh Bangura","RB","Ohio","Mid-American","53","-0.017","0.047","-0.028","-0.878","0.373","-1.252"
"2023","4360225","Jehlani Galloway","WR","Western Michigan","Mid-American","5","-0.017","-0.017","","-0.086","-0.086",""
"2023","4362159","Alan Bowman","QB","Oklahoma State","Big 12","43","-0.016","-0.04","0.983","-0.7","-1.683","0.983"
"2023","5091890","Kadin Semonza","QB","Ball State","Mid-American","31","-0.007","0.065","-0.673","-0.207","1.813","-2.02"
"2023","4875791","Landon Sims","RB","Hawai'i","Mountain West","9","-0.005","0.433","-0.06","-0.043","0.433","-0.476"
"2023","4429001","Jase McClellan","RB","Alabama","SEC","25","-0.001","-0.076","0.009","-0.03","-0.228","0.199"
"2023","4708067","Kai Horton","QB","Tulane","American Athletic","44","0","0.085","-0.536","0.02","3.237","-3.216"
"2023","4879812","Jalen Johnson","WR","Northern Illinois","Mid-American","6","0.002","0.002","","0.011","0.011",""
"2023","4362313","O'Shann Allison","RB","Ohio","Mid-American","42","0.003","-0.199","0.019","0.147","-0.597","0.744"
"2023","4877627","Chase Gillespie","RB","Vanderbilt","SEC","13","0.004","0.334","-0.057","0.046","0.669","-0.622"
"2023","4685414","Jake Johnson","TE","Texas A&M","SEC","5","0.008","0.008","","0.042","0.042",""
"2023","4595354","Gabe Ervin","RB","Nebraska","Big Ten","23","0.014","","0.014","0.314","","0.314"
"2023","4426619","Joachim Bangda","RB","Charlotte","American Athletic","5","0.016","","0.016","0.082","","0.082"
"2023","4678008","Jonathon Brooks","RB","Texas","Big 12","16","0.017","-0.178","0.045","0.279","-0.357","0.636"
"2023","4602185","Eric McAlister","WR","Boise State","Mountain West","9","0.017","0.017","","0.155","0.155",""
"2023","4687475","Cam Porter","RB","Northwestern","Big Ten","28","0.019","0.494","-0.084","0.536","2.469","-1.934"
"2023","4832029","Alex Bauman","TE","Tulane","American Athletic","8","0.023","0.032","-0.042","0.185","0.227","-0.042"
"2023","4685247","Braelon Allen","RB","Wisconsin","Big Ten","36","0.026","-0.415","0.246","0.927","-4.979","5.907"
"2023","5078005","Abu Sama III","RB","Iowa State","Big 12","14","0.026","-0.983","0.103","0.358","-0.983","1.341"
"2023","4569481","Anthony Watkins","RB","Tulsa","American Athletic","9","0.027","","0.027","0.241","","0.241"
"2023","4360652","Deion Smith","RB","BYU","Big 12","9","0.027","-0.564","0.196","0.246","-1.128","1.374"
"2023","5099736","Ja'shon Benjamin","RB","Rutgers","Big Ten","22","0.029","2.903","-0.108","0.642","2.903","-2.261"
"2023","4430569","Jonathan Odom","TE","Florida","SEC","6","0.03","0.03","","0.18","0.18",""
"2023","4575436","Davion Ervin-Poindexter","RB","Western Kentucky","Conference USA","21","0.031","-0.14","0.099","0.646","-0.842","1.488"
"2023","4686065","Devin Mockobee","RB","Purdue","Big Ten","41","0.036","0.583","-0.024","1.46","2.331","-0.871"
"2023","4430591","Charvis Thornton","RB","Louisiana Tech","Conference USA","22","0.036","-0.807","0.12","0.793","-1.614","2.407"
"2023","4873234","Victor Rosa","RB","Connecticut","FBS Independents","21","0.037","-0.084","0.05","0.776","-0.169","0.945"
"2023","4685517","Talyn Shettron","WR","Oklahoma State","Big 12","5","0.038","0.038","","0.188","0.188",""
"2023","5152209","Jeffery Pittman","RB","Mississippi State","SEC","6","0.038","","0.038","0.226","","0.226"
"2023","4605841","Nathan Carter","RB","Michigan State","Big Ten","31","0.05","0.252","0.036","1.561","0.504","1.056"
"2023","4567400","Nay'Quan Wright","RB","South Florida","American Athletic","29","0.052","-0.03","0.062","1.521","-0.091","1.613"
"2023","4430482","Joshua Simon","TE","South Carolina","SEC","6","0.056","0.182","-0.572","0.337","0.909","-0.572"
"2023","5081504","Blake Horvath","QB","Navy","American Athletic","12","0.057","-0.59","0.381","0.685","-2.359","3.044"
"2023","4613032","Nate Noel","RB","Appalachian State","Sun Belt","50","0.058","0.258","0.045","2.906","0.773","2.133"
"2023","4879611","Amari Daniels","RB","Texas A&M","SEC","31","0.059","-0.175","0.127","1.827","-1.226","3.053"
"2023","4428732","Sean Tyler","RB","Minnesota","Big Ten","26","0.064","","0.064","1.663","","1.663"
"2023","4880511","Jordan Ford","RB","Tulsa","American Athletic","29","0.066","-0.398","0.119","1.911","-1.194","3.105"
"2023","4373454","Dylan McDuffie","RB","Kansas","Big 12","13","0.067","","0.067","0.874","","0.874"
"2023","4682775","D.Q. James","RB","Wyoming","Mountain West","9","0.068","1.252","-0.08","0.612","1.252","-0.64"
"2023","4683912","Hunter Herring","QB","Louisiana Monroe","Sun Belt","44","0.071","-0.219","0.843","3.123","-6.997","10.12"
"2023","4832849","Gavin Garcia","RB","Kent State","Mid-American","17","0.073","","0.073","1.245","","1.245"
"2023","4249638","Zion Webb","QB","Jacksonville State","Conference USA","60","0.073","0.019","0.19","4.368","0.763","3.605"
"2023","4428018","Delbert Mimms III","RB","NC State","ACC","12","0.073","","0.073","0.876","","0.876"
"2023","4597247","Austin Smith","QB","Eastern Michigan","Mid-American","57","0.074","0.04","0.319","4.213","1.978","2.235"
"2023","4426840","Shadrick Byrd","RB","Charlotte","American Athletic","13","0.074","-0.577","0.128","0.959","-0.577","1.536"
"2023","4429439","Quinton Cooley","RB","Liberty","Conference USA","35","0.075","","0.075","2.621","","2.621"
"2023","4683219","Patrick Smith","RB","Vanderbilt","SEC","27","0.076","","0.076","2.063","","2.063"
"2023","4688595","Kevorian Barnes","RB","UT San Antonio","American Athletic","54","0.079","0.071","0.079","4.249","0.284","3.965"
"2023","4869599","Chrishon Mccray","WR","Kent State","Mid-American","5","0.082","0.082","","0.408","0.408",""
"2023","4430063","Dominique Johnson","RB","Arkansas","SEC","7","0.084","","0.084","0.591","","0.591"
"2023","4695600","Bryson Barnes","QB","Utah","Pac-12","46","0.086","0.03","0.348","3.935","1.152","2.784"
"2023","4685459","Nicco Marchiol","QB","West Virginia","Big 12","8","0.086","-0.139","1.659","0.688","-0.971","1.659"
"2023","4427503","Mike Hollins","RB","Virginia","ACC","19","0.089","-0.354","0.114","1.7","-0.354","2.054"
"2023","4431483","Sy'veon Wilkerson","RB","Colorado","Pac-12","15","0.089","-0.022","0.097","1.332","-0.022","1.354"
"2023","4567507","Rodrigues Clark","RB","Southern Mississippi","Sun Belt","7","0.089","","0.089","0.621","","0.621"
"2023","4433827","Rocko Griffin","RB","UT San Antonio","American Athletic","14","0.093","","0.093","1.304","","1.304"
"2023","4685237","Michael Allen","RB","NC State","ACC","9","0.098","-0.163","0.307","0.881","-0.653","1.535"
"2023","4372765","C'Bo Flemister","RB","Pittsburgh","ACC","17","0.101","0.919","-0.008","1.72","1.838","-0.118"
"2023","5151176","Mike Franklin","RB","UTEP","Conference USA","21","0.107","0.665","0.048","2.246","1.331","0.916"
"2023","5120317","Jordan Lovett","RB","Troy","Sun Belt","7","0.107","-0.65","0.233","0.746","-0.65","1.397"
"2023","4686769","Ashaad Clayton","RB","Tulane","American Athletic","11","0.107","","0.107","1.175","","1.175"
"2023","4613064","Obasanjo Sanni","RB","Old Dominion","Sun Belt","18","0.108","0.246","0.08","1.937","0.737","1.201"
"2023","4875617","NyNy Davis","WR","Louisiana Monroe","Sun Belt","5","0.109","0.109","","0.547","0.547",""
"2023","4870736","Mark Fletcher Jr.","RB","Miami","ACC","13","0.11","","0.11","1.433","","1.433"
"2023","4694583","Quali Conley","RB","San José State","Mountain West","25","0.113","0.581","0.073","2.836","1.161","1.675"
"2023","5084115","Greyson Morgan","TE","Hawai'i","Mountain West","7","0.113","0.113","","0.791","0.791",""
"2023","4431870","Casey Filkins","RB","Stanford","Pac-12","9","0.114","-0.065","0.136","1.023","-0.065","1.088"
"2023","4431035","Gavin Williams","RB","Northern Illinois","Mid-American","22","0.115","0.35","0.027","2.536","2.102","0.434"
"2023","4685184","Donald Chaney Jr.","RB","Miami","ACC","12","0.116","","0.116","1.393","","1.393"
"2023","4432733","Clay Millen","QB","Colorado State","Mountain West","25","0.116","0.134","-0.321","2.89","3.211","-0.321"
"2023","4432138","Mason Garcia","QB","East Carolina","American Athletic","45","0.117","-0.075","0.406","5.287","-2.02","7.307"
"2023","5151317","Robert Henry","RB","UT San Antonio","American Athletic","18","0.12","-0.077","0.176","2.16","-0.309","2.468"
"2023","5088888","Torrance Burgess Jr.","RB","UTEP","Conference USA","31","0.12","-0.088","0.134","3.721","-0.177","3.898"
"2023","4360056","Ben Bryant","QB","Northwestern","Big Ten","50","0.121","0.069","0.502","6.047","3.036","3.011"
"2023","4686164","Tai Lavatai","QB","Navy","American Athletic","64","0.123","0.287","-0.031","7.891","8.902","-1.011"
"2023","4391845","Cody Schrader","RB","Missouri","SEC","43","0.124","-0.035","0.136","5.321","-0.105","5.426"
"2023","4429582","Joe Fagnano","QB","Connecticut","FBS Independents","49","0.124","0.051","0.325","6.062","1.841","4.221"
"2023","5082144","Hayden Reed","RB","Army","FBS Independents","33","0.126","-0.703","0.152","4.174","-0.703","4.877"
"2023","5081999","CJ Donaldson","RB","West Virginia","Big 12","13","0.129","","0.129","1.682","","1.682"
"2023","4429149","Brendon Lewis","QB","Nevada","Mountain West","26","0.131","0.091","0.442","3.411","2.084","1.327"
"2023","4373273","British Brooks","RB","North Carolina","ACC","17","0.132","0.65","0.02","2.237","1.951","0.286"
"2023","4429454","Ron Cook Jr.","RB","Buffalo","Mid-American","14","0.132","0.137","0.13","1.845","0.546","1.298"
"2023","4918126","LJ Martin","RB","BYU","Big 12","23","0.132","0.074","0.134","3.031","0.074","2.957"
"2023","4880964","Terron Kellman","RB","Charlotte","American Athletic","12","0.133","","0.133","1.593","","1.593"
"2023","4808766","Mason Taylor","TE","LSU","SEC","7","0.133","0.133","","0.931","0.931",""
"2023","4684502","Justin Lamson","QB","Stanford","Pac-12","9","0.135","0.035","0.336","1.217","0.21","1.007"
"2023","4430033","Cooper Legas","QB","Utah State","Mountain West","84","0.135","0.106","0.278","11.338","7.452","3.886"
"2023","4360075","Ryan Montgomery","RB","Cincinnati","Big 12","8","0.136","0.828","-0.094","1.091","1.655","-0.565"
"2023","4872836","Jhari Patterson","WR","East Carolina","American Athletic","5","0.136","0.136","","0.68","0.68",""
"2023","4368768","DJ Irons","QB","Akron","Mid-American","36","0.138","0.239","-0.367","4.971","7.175","-2.204"
"2023","4699761","Elijah Gilliam","RB","Fresno State","Mountain West","39","0.144","1.606","0.065","5.614","3.211","2.402"
"2023","4575909","Roman Fuller","QB","Tulsa","American Athletic","12","0.146","0.146","","1.753","1.753",""
"2023","4432722","Athan Kaliakmanis","QB","Minnesota","Big Ten","68","0.147","0.133","0.251","10.006","7.994","2.011"
"2023","4361222","Layne Hatcher","QB","Ball State","Mid-American","11","0.147","-0.033","0.626","1.616","-0.261","1.877"
"2023","4371758","Jeremy Tate Jr.","WR","Middle Tennessee","Conference USA","8","0.149","0.149","","1.189","1.189",""
"2023","4429805","Frank Gore Jr.","RB","Southern Mississippi","Sun Belt","17","0.149","0.43","0.063","2.532","1.719","0.814"
