"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush"
"2023","5081332","Jaziun Patterson","RB","Iowa","Big Ten","0.1453","0.037","0.2419"
"2023","4570243","Kairee Robinson","RB","San José State","Mountain West","0.1451","0.0275","0.2976"
"2023","4685555","Nicholas Singleton","RB","Penn State","Big Ten","0.1444","0.0333","0.2"
"2023","4685696","Beau Pribula","QB","Penn State","Big Ten","0.1444","0.1667","0.1333"
"2023","4568670","Josh Henderson","RB","Indiana","Big Ten","0.1443","0.0737","0.2143"
"2023","4362841","Deshaun Fenwick","RB","Oregon State","Pac-12","0.144","0.0357","0.2319"
"2023","4240911","Jacob Kibodi","RB","Louisiana","Sun Belt","0.1439","0.0147","0.2714"
"2023","4567707","Grayson James","QB","Florida International","Conference USA","0.1438","0.2029","0.0959"
"2023","4918414","Dylan Edwards","RB","Colorado","Pac-12","0.1438","0.0792","0.2692"
"2023","4686223","Malachi Thomas","RB","Virginia Tech","ACC","0.1429","0.0145","0.2903"
"2023","4613087","Jamaal Bell","WR","Nevada","Mountain West","0.1429","0.2162","0.0606"
"2023","4878394","Ajay Allen","RB","Miami","ACC","0.1421","0","0.2826"
"2023","4775264","Tony Muskett","QB","Virginia","ACC","0.1421","0.2234","0.0652"
"2023","4429023","MarShawn Lloyd","RB","USC","Pac-12","0.142","0.0297","0.2933"
"2023","4683165","Jaden Nixon","RB","Oklahoma State","Big 12","0.1418","0.0843","0.2281"
"2023","4874519","Gunnar Gundy","QB","Oklahoma State","Big 12","0.1418","0.2169","0.0351"
"2023","4911851","Lequint Allen","RB","Syracuse","ACC","0.1416","0","0.2424"
"2023","4597703","Tory Horton","WR","Colorado State","Mountain West","0.1406","0.2045","0"
"2023","4683319","Bill Jackson","RB","Tulsa","American Athletic","0.1397","0.0385","0.2099"
"2023","4430185","Caullin Lacy","WR","South Alabama","Sun Belt","0.1393","0.2982","0"
"2023","4613059","Devontae Houston","RB","Connecticut","FBS Independents","0.1393","0.0455","0.2593"
"2023","4430714","Reese White","RB","Coastal Carolina","Sun Belt","0.1391","0.0253","0.2639"
"2023","4608922","Braydon Bennett","RB","Coastal Carolina","Sun Belt","0.1391","0.038","0.25"
"2023","4429012","Kendall Milton","RB","Georgia","SEC","0.1374","0.0274","0.2759"
"2023","4708486","Jimmy Horn Jr.","WR","Colorado","Pac-12","0.1373","0.198","0.0192"
"2023","4565761","Emani Bailey","RB","TCU","Big 12","0.1373","0","0.2979"
"2023","4832849","Gavin Garcia","RB","Kent State","Mid-American","0.1371","0","0.2742"
"2023","4565318","Terion Stewart","RB","Bowling Green","Mid-American","0.1371","0","0.2742"
"2023","4432708","Marvin Harrison Jr.","WR","Ohio State","Big Ten","0.1353","0.25","0"
"2023","4433959","Ben Yurosek","TE","Stanford","Pac-12","0.1349","0.2203","0.0606"
"2023","4431562","Phil Mafah","RB","Clemson","ACC","0.1325","0.0337","0.2468"
"2023","4361915","Sam Pinckney","WR","Coastal Carolina","Sun Belt","0.1325","0.2532","0"
"2023","4678008","Jonathon Brooks","RB","Texas","Big 12","0.1322","0.0308","0.25"
"2023","4601080","Raheim Sanders","RB","Arkansas","SEC","0.1318","0.0426","0.1829"
"2023","4682640","Joshua McCray","RB","Illinois","Big Ten","0.1316","0","0.2778"
"2023","4427609","Rahmir Johnson","RB","Nebraska","Big Ten","0.1316","0.0732","0.1739"
"2023","4427111","Michel Dukes","RB","South Florida","American Athletic","0.1314","0.038","0.2128"
"2023","4684940","La'Damian Webb","RB","South Alabama","Sun Belt","0.1311","0.0175","0.2419"
"2023","4595348","Malik Nabers","WR","LSU","SEC","0.131","0.2568","0"
"2023","4431421","Ashton Stredick","RB","California","Pac-12","0.1302","0.0135","0.2283"
"2023","4363528","Tanner Knue","WR","Eastern Michigan","Mid-American","0.13","0.26","0"
"2023","5030333","Sedrick Alexander","RB","Vanderbilt","SEC","0.1297","0","0.3038"
"2023","4837335","Richard Reese","RB","Baylor","Big 12","0.1288","0.0405","0.2456"
"2023","4433821","John Gentry","RB","Sam Houston State","Conference USA","0.1287","0.0612","0.2041"
"2023","4430034","Xavier Legette","WR","South Carolina","SEC","0.1286","0.1928","0.0351"
"2023","5078005","Abu Sama III","RB","Iowa State","Big 12","0.1271","0.0164","0.2456"
"2023","4685723","Roydell Williams","RB","Alabama","SEC","0.127","0.0517","0.1912"
"2023","4372769","Lawrence Keys III","WR","Tulane","American Athletic","0.1269","0.2885","0.0247"
"2023","4361825","Spencer Sanders","QB","Ole Miss","SEC","0.1269","0.2113","0.0323"
"2023","4430845","Darvon Hubbard","RB","Temple","American Athletic","0.1268","0.0444","0.28"
"2023","5074303","D.J. Oliver","RB","West Virginia","Big 12","0.1266","0","0.2128"
"2023","4682648","Malachi Fields","WR","Virginia","ACC","0.1263","0.2447","0.0109"
"2023","4635008","Keon Coleman","WR","Florida State","ACC","0.1259","0.2576","0"
"2023","4373273","British Brooks","RB","North Carolina","ACC","0.1259","0.0462","0.2"
"2023","4431505","Kobe Paysour","WR","North Carolina","ACC","0.1259","0.2615","0"
"2023","4700453","Jared Brown","WR","Coastal Carolina","Sun Belt","0.1258","0.2025","0.0417"
"2023","4429227","Jaylon Armstead","RB","San Diego State","Mountain West","0.1257","0","0.233"
"2023","4712328","Anthony Simpson","WR","UMass","FBS Independents","0.125","0.2025","0.0568"
"2023","4568658","Daniel Carter","RB","Pittsburgh","ACC","0.125","0","0.2537"
"2023","4572525","Kobe Johnson","RB","Colorado State","Mountain West","0.125","0.0227","0.3684"
"2023","4372765","C'Bo Flemister","RB","Pittsburgh","ACC","0.125","0.029","0.2239"
"2023","4428811","Xavier Weaver","WR","Colorado","Pac-12","0.1242","0.1881","0"
"2023","4428209","Ricky Pearsall","WR","Florida","SEC","0.1241","0.2361","0"
"2023","4870609","CJ Baxter Jr.","RB","Texas","Big 12","0.124","0.0615","0.1964"
"2023","4430286","Latrele Palmer","RB","James Madison","Sun Belt","0.1231","0","0.2222"
"2023","4430591","Charvis Thornton","RB","Louisiana Tech","Conference USA","0.1231","0.0196","0.2418"
"2023","4384192","Smoke Harris","WR","Louisiana Tech","Conference USA","0.1231","0.1961","0.044"
"2023","4430565","Will Nixon","RB","Washington","Pac-12","0.123","0.05","0.275"
"2023","4428753","Lincoln Victor","WR","Washington State","Pac-12","0.1226","0.2111","0"
"2023","4590347","Rahjai Harris","RB","East Carolina","American Athletic","0.122","0.0169","0.2295"
"2023","5153650","Davon Booth","RB","Utah State","Mountain West","0.1218","0.0351","0.2469"
"2023","4686095","Kobe Pace","RB","Virginia","ACC","0.1211","0.0638","0.1848"
"2023","5081397","Dylan Sampson","RB","Tennessee","SEC","0.1208","0.0299","0.1951"
"2023","4382470","Elijah Collins","RB","Oklahoma State","Big 12","0.1206","0.0241","0.2632"
"2023","4430893","DeaMonte Trayanum","RB","Ohio State","Big Ten","0.1203","0.0139","0.25"
"2023","4432637","Miyan Williams","RB","Ohio State","Big Ten","0.1203","0.0278","0.2333"
"2023","4431416","Kiael Kelly","QB","Ball State","Mid-American","0.1194","0.0882","0.1515"
"2023","4430512","Noah Smith","WR","Sam Houston State","Conference USA","0.1188","0.2245","0.0204"
"2023","4685278","Luther Burden III","WR","Missouri","SEC","0.1181","0.2979","0.0127"
"2023","4870934","Rueben Owens","RB","Texas A&M","SEC","0.1181","0.0568","0.2143"
"2023","4714388","Chase Roberts","WR","BYU","Big 12","0.1176","0.2222","0"
"2023","4374306","Markese Stepp","RB","Western Kentucky","Conference USA","0.1176","0.0341","0.2708"
"2023","4569951","Isaac Rex","TE","BYU","Big 12","0.1176","0.2222","0"
"2023","4700811","Ja'Quez Cross","RB","Arkansas State","Sun Belt","0.1161","0.0299","0.25"
"2023","4685509","Gi'Bran Payne","RB","Notre Dame","FBS Independents","0.116","0.061","0.1616"
"2023","4569603","Malik Washington","WR","Virginia","ACC","0.1158","0.234","0"
"2023","4426893","Joshua Cephus","WR","UT San Antonio","American Athletic","0.1154","0.233","0"
"2023","4911929","Alonza Barnett","QB","James Madison","Sun Belt","0.1154","0.1754","0.0694"
"2023","4432691","Carlos Del Rio-Wilson","QB","Syracuse","ACC","0.115","0.2553","0.0152"
"2023","4837200","Junior Vandeross","WR","Toledo","Mid-American","0.1149","0.2381","0.0235"
"2023","4428606","Jacquez Stuart","RB","Toledo","Mid-American","0.1149","0.0159","0.1882"
"2023","4430843","Jalen Berger","RB","Michigan State","Big Ten","0.1148","0.0714","0.1515"
"2023","4428200","Cross Patton","RB","Nevada","Mountain West","0.1143","0","0.2424"
"2023","4870616","Javious Bond","RB","East Carolina","American Athletic","0.1138","0.0678","0.1639"
"2023","4883774","Jayden McGowan","WR","Vanderbilt","SEC","0.1135","0.1748","0.038"
"2023","4838269","OJ Arnold","RB","Georgia Southern","Sun Belt","0.1135","0.0476","0.2182"
"2023","4567750","Emeka Egbuka","WR","Ohio State","Big Ten","0.1128","0.1944","0.0167"
"2023","4429362","Jalon Calhoun","WR","Duke","ACC","0.1111","0.2545","0"
"2023","4685397","Jordan James","RB","Oregon","Pac-12","0.1111","0.0366","0.2097"
"2023","4429072","Lawrance Toafili","RB","Florida State","ACC","0.1111","0.0758","0.1449"
"2023","4880964","Terron Kellman","RB","Charlotte","American Athletic","0.1111","0","0.1757"
"2023","4426840","Shadrick Byrd","RB","Charlotte","American Athletic","0.1111","0.025","0.1622"
"2023","4603192","Logan Diggs","RB","LSU","SEC","0.1103","0.0135","0.2113"
"2023","4695910","Xavier Guillory","WR","Arizona State","Pac-12","0.1102","0.2295","0"
"2023","5086604","Martin Blake","RB","San Diego State","Mountain West","0.1099","0.0476","0.165"
"2023","4695787","Shomari Lawrence","RB","Florida International","Conference USA","0.1096","0.0145","0.2055"
"2023","4871065","Treyaun Webb","RB","Florida","SEC","0.1095","0.0139","0.2154"
"2023","4568694","Daniel Hishaw Jr.","RB","Kansas","Big 12","0.1095","0","0.1875"
"2023","4432718","LJ Johnson Jr.","RB","SMU","American Athletic","0.1094","0","0.2333"
"2023","4431353","Xavier Restrepo","WR","Miami","ACC","0.1093","0.2222","0"
"2023","5083198","Darius Lassiter","WR","BYU","Big 12","0.1092","0.2063","0"
"2023","4430393","Jutahn Mcclain","RB","Kentucky","SEC","0.1091","0.0441","0.225"
"2023","5084178","Jamoni Jones","RB","New Mexico State","Conference USA","0.1086","0.0263","0.1753"
"2023","4717724","Rashod Dubinion","RB","Arkansas","SEC","0.1085","0.0213","0.1585"
"2023","5081432","Antonio Williams","WR","Clemson","ACC","0.1084","0.2022","0"
"2023","4577324","Jakobi Buchanan","RB","Army","FBS Independents","0.1082","0","0.14"
"2023","5151176","Mike Franklin","RB","UTEP","Conference USA","0.1071","0.0274","0.161"
"2023","4918110","Roderick Robinson II","RB","Georgia","SEC","0.1069","0","0.2414"
"2023","4890973","Ashton Jeanty","RB","Boise State","Mountain West","0.1069","0.0556","0.1724"
"2023","4799987","Ryan Burger","QB","Appalachian State","Sun Belt","0.1067","0.2","0.0357"
"2023","5156933","Rahsul Faison","RB","Utah State","Mountain West","0.1066","0.0263","0.2222"
"2023","4710714","De'Zhaun Stribling","WR","Oklahoma State","Big 12","0.1064","0.1807","0"
"2023","4431342","Brennan Presley","WR","Oklahoma State","Big 12","0.1064","0.1687","0.0175"
"2023","4870686","Ike Daniels","RB","Syracuse","ACC","0.1062","0.0213","0.1667"
"2023","4879189","Hal Presley","WR","Baylor","Big 12","0.1061","0.1757","0.0175"
"2023","4710341","Jarquez Hunter","RB","Auburn","SEC","0.1057","0.0455","0.141"
"2023","4431560","Antwain Littleton II","RB","Maryland","Big Ten","0.1053","0","0.2222"
"2023","4427503","Mike Hollins","RB","Virginia","ACC","0.1053","0.0213","0.1957"
"2023","4575831","Taron Keith","RB","Bowling Green","Mid-American","0.1048","0.1034","0.1129"
"2023","4880101","Tyrone Howell","WR","Louisiana Monroe","Sun Belt","0.1048","0.2453","0"
"2023","4361319","Erik Brooks","WR","Fresno State","Mountain West","0.1046","0.1882","0"
"2023","4431466","Jordan Watkins","WR","Ole Miss","SEC","0.1045","0.1972","0"
"2023","4912240","Tylan Hines","RB","Hawai'i","Mountain West","0.1045","0.0299","0.2698"
"2023","4432773","Brian Thomas Jr.","WR","LSU","SEC","0.1034","0.2027","0"
"2023","5084798","Ismail Mahdi","RB","Texas State","Sun Belt","0.1032","0.0152","0.2"
"2023","4608679","Will Sheppard","WR","Vanderbilt","SEC","0.1027","0.1845","0"
"2023","4429287","Peny Boone","RB","Toledo","Mid-American","0.1014","0.0159","0.1647"
"2023","4430404","Aidan Robbins","RB","BYU","Big 12","0.1008","0.0317","0.1818"
"2023","5093923","Andrew Armstrong","WR","Arkansas","SEC","0.1008","0.2766","0"
"2023","4588200","Colby McDonald","RB","Maryland","Big Ten","0.1005","0","0.2121"
"2023","4698597","Barion Brown","WR","Kentucky","SEC","0.1","0.1324","0.05"
"2023","4429652","Pat Garwo III","RB","Boston College","ACC","0.1","0.0175","0.1667"
"2023","4819250","AJ Bianco","QB","Nevada","Mountain West","0.1","0.1622","0.0303"
"2023","4696240","Jaylon Jackson","RB","Eastern Michigan","Mid-American","0.1","0","0.2083"
"2023","4373062","Phillip Brooks III","WR","Kansas State","Big 12","0.1","0.2131","0.013"
"2023","4870653","Kevin Concepcion","WR","NC State","ACC","0.1","0.2","0"
"2023","4431492","Roman Wilson","WR","Michigan","Big Ten","0.0992","0.2069","0"
"2023","4429053","A.J. Henning","WR","Northwestern","Big Ten","0.0992","0.0923","0.1111"
"2023","4426479","Cornelius Johnson","WR","Michigan","Big Ten","0.0992","0.1897","0.0161"
"2023","4912275","Christian Washington","RB","New Mexico","Mountain West","0.0991","0.0426","0.1429"
"2023","4431389","Ketron Jackson","WR","Baylor","Big 12","0.0985","0.1757","0"
"2023","4892576","Jamaal Pritchett","WR","South Alabama","Sun Belt","0.0984","0.2105","0"
"2023","4685184","Donald Chaney Jr.","RB","Miami","ACC","0.0984","0","0.1957"
"2023","4567784","Jacolby George","WR","Miami","ACC","0.0984","0.2","0"
"2023","4685385","Anthony Hankerson","RB","Colorado","Pac-12","0.098","0.0099","0.2692"
"2023","4431483","Sy'veon Wilkerson","RB","Colorado","Pac-12","0.098","0.0099","0.2692"
"2023","4875562","John Lee Eldridge III","RB","Air Force","Mountain West","0.0978","0.0769","0.0994"
"2023","4430800","Julian Fleming","WR","Ohio State","Big Ten","0.0977","0.1806","0"
"2023","4571896","Kacper Rutkiewicz","WR","Northern Illinois","Mid-American","0.0972","0.1912","0.0135"
"2023","4586330","Rico Barfield","RB","Ball State","Mid-American","0.097","0.0588","0.1364"
"2023","4612211","Jaison Patterson","RB","Bowling Green","Mid-American","0.0968","0","0.1935"
"2023","4428527","Dalvin Smith","WR","Western Kentucky","Conference USA","0.0956","0.1477","0"
"2023","4914830","Easton Messer","WR","Western Kentucky","Conference USA","0.0956","0.1364","0.0208"
"2023","4635009","J.Michael Sturdivant","WR","UCLA","Pac-12","0.0952","0.2","0"
"2023","4572040","George Johnson","WR","UMass","FBS Independents","0.0952","0.2025","0"
"2023","4837462","Jaiden Credle","RB","Middle Tennessee","Conference USA","0.0952","0.0667","0.14"
"2023","4431870","Casey Filkins","RB","Stanford","Pac-12","0.0952","0.0169","0.1667"
"2023","4373454","Dylan McDuffie","RB","Kansas","Big 12","0.0949","0","0.1625"
"2023","4365621","Isaiah Ifanse","RB","California","Pac-12","0.0947","0.0405","0.1413"
"2023","5081368","Squirrel White","WR","Tennessee","SEC","0.094","0.209","0"
"2023","4385438","Sam Wiglusz","WR","Ohio","Mid-American","0.0939","0.2128","0"
"2023","5076122","Evan Dickens","RB","Georgia Tech","ACC","0.0938","0","0.1935"
"2023","4603199","Terrence Williams","RB","Louisiana","Sun Belt","0.0935","0.0147","0.1714"
"2023","5081517","Brandon Chatman","RB","Navy","American Athletic","0.0934","0.0851","0.0963"
"2023","4586312","Jaylin Noel","WR","Iowa State","Big 12","0.0932","0.1803","0"
"2023","5092508","Colbie Young","WR","Miami","ACC","0.0929","0.1889","0"
"2023","4360652","Deion Smith","RB","BYU","Big 12","0.0924","0.0317","0.1636"
"2023","4367069","Ty Son Lawton","RB","James Madison","Sun Belt","0.0923","0","0.1667"
"2023","4568419","Khaleb Hood","WR","Georgia Southern","Sun Belt","0.0922","0.1548","0"
"2023","4683719","Jaden Bray","WR","Oklahoma State","Big 12","0.0922","0.1566","0"
"2023","4602185","Eric McAlister","WR","Boise State","Mountain West","0.0916","0.1667","0"
"2023","4429835","George Holani","RB","Boise State","Mountain West","0.0916","0.0278","0.1724"
"2023","4428938","Dante Wright","WR","Temple","American Athletic","0.0915","0.1333","0.02"
"2023","4361351","Jaelen Gill","WR","Fresno State","Mountain West","0.0915","0.1176","0.0606"
"2023","4431574","Eli Stowers","QB","New Mexico State","Conference USA","0.0914","0.0921","0.0928"
"2023","4567792","K'Wan Powell","RB","South Florida","American Athletic","0.0914","0.0127","0.1596"
"2023","4569330","Austin Jones","RB","USC","Pac-12","0.0909","0.0198","0.1867"
"2023","4875667","Marion Lukes","RB","Central Michigan","Mid-American","0.0909","0.0638","0.1098"
"2023","4429153","Lideatrick Griffin","WR","Mississippi State","SEC","0.0909","0.1739","0.04"
"2023","4683062","Xavier Worthy","WR","Texas","Big 12","0.0909","0.1538","0.0179"
"2023","4431210","Beaux Collins","WR","Clemson","ACC","0.0904","0.1685","0"
"2023","4432631","Noah Whittington","RB","Oregon","Pac-12","0.0903","0.0732","0.1129"
"2023","4431280","Troy Franklin","WR","Oregon","Pac-12","0.0903","0.1585","0"
"2023","4684954","Marco Lee","RB","South Alabama","Sun Belt","0.0902","0","0.1774"
"2023","4573222","Brett Buckman","WR","Connecticut","FBS Independents","0.0902","0.1667","0"
"2023","5151603","Dorian Lewis","RB","New Mexico","Mountain West","0.0901","0","0.1587"
"2023","4430049","Shedro Louis","RB","Tulane","American Athletic","0.0896","0.0192","0.1358"
"2023","5084135","Pofele Ashlock","WR","Hawai'i","Mountain West","0.0896","0.1343","0"
"2023","4917427","Tanner Koziol","TE","Ball State","Mid-American","0.0896","0.1765","0"
"2023","4569559","Devaughn Vele","WR","Utah","Pac-12","0.0887","0.2157","0"
"2023","4426696","Micah Bernard","RB","Utah","Pac-12","0.0887","0.0784","0.0959"
"2023","4921306","Mikey Matthews","WR","Utah","Pac-12","0.0887","0.1961","0.0137"
"2023","4808744","Jaylon Glover","RB","Utah","Pac-12","0.0887","0","0.1507"
"2023","4870808","Jeremiyah Love","RB","Notre Dame","FBS Independents","0.0884","0.0122","0.1515"
"2023","4685512","Jadarian Price","RB","Notre Dame","FBS Independents","0.0884","0.0366","0.1313"
"2023","4431328","Rodney Hammond Jr.","RB","Pittsburgh","ACC","0.0882","0.0145","0.1642"
"2023","4432612","Christian Veilleux","QB","Pittsburgh","ACC","0.0882","0.1304","0.0448"
"2023","4870951","Jaquaize Pettaway","WR","Oklahoma","Big 12","0.0882","0.2368","0"
"2023","4685269","Jovantae Barnes","RB","Oklahoma","Big 12","0.0882","0.0263","0.125"
"2023","4590532","Silas Bolden","WR","Oregon State","Pac-12","0.088","0.1786","0.0145"
"2023","4600981","Patrick Bryant","WR","Illinois","Big Ten","0.0877","0.1754","0"
"2023","5075800","Emory Williams","QB","Miami","ACC","0.0874","0.1778","0"
"2023","4430825","E.J. Smith","RB","Stanford","Pac-12","0.0873","0.0508","0.1212"
"2023","4686271","Robert Lewis","WR","Georgia State","Sun Belt","0.0873","0.2391","0"
"2023","4565184","Jerand Bradley","WR","Texas Tech","Big 12","0.0872","0.1461","0"
"2023","4426337","Bru McCoy","WR","Tennessee","SEC","0.0872","0.194","0"
"2023","4429618","Justice Ellison","RB","Wake Forest","ACC","0.087","0.0323","0.1316"
"2023","4430875","Daniel Jackson","WR","Minnesota","Big Ten","0.087","0.1833","0.0133"
"2023","4868171","Tate Carney","RB","Wake Forest","ACC","0.087","0","0.1579"
"2023","4429184","Elijhah Badger","WR","Arizona State","Pac-12","0.0866","0.1475","0.0313"
"2023","5151317","Robert Henry","RB","UT San Antonio","American Athletic","0.0865","0.0388","0.1373"
"2023","4686343","Braden Smith","WR","Cincinnati","Big 12","0.0863","0.2182","0"
"2023","4917310","Zylan Perry","RB","Louisiana","Sun Belt","0.0863","0.0147","0.1571"
"2023","4923046","Keyjuan Brown","RB","Louisville","ACC","0.0859","0","0.1528"
"2023","4880608","Juju McDowell","RB","South Carolina","SEC","0.0857","0.0361","0.1579"
"2023","4431398","Dylan Downing","RB","Purdue","Big Ten","0.0857","0.0152","0.1486"
"2023","4431485","Leshon Williams","RB","Iowa","Big Ten","0.0855","0.0556","0.1129"
"2023","4917949","Quinten Joyner","RB","USC","Pac-12","0.0852","0.0099","0.1867"
"2023","4602940","Derwin Burgess Jr.","WR","Georgia Southern","Sun Belt","0.0851","0.1429","0"
"2023","4872997","Jjay Mcafee","TE","Georgia Southern","Sun Belt","0.0851","0.1429","0"
"2023","4683501","Emmett Morehead","QB","Boston College","ACC","0.0846","0.1754","0.0139"
"2023","4881826","Cash Jones","RB","Georgia","SEC","0.084","0.0822","0.0862"
"2023","5122147","Vaughn Blue","RB","Liberty","Conference USA","0.0839","0.0652","0.0938"
"2023","4699782","Mekhi Shaw","WR","San Diego State","Mountain West","0.0838","0.1905","0"
"2023","4431639","BJ Harris","RB","Central Michigan","Mid-American","0.0833","0","0.1341"
"2023","4870868","Jayden Limar","RB","Oregon","Pac-12","0.0833","0.0488","0.129"
"2023","4718457","Noah Thomas","WR","Texas A&M","SEC","0.0833","0.1364","0"
"2023","4568024","Josh Williams","RB","LSU","SEC","0.0828","0.027","0.1408"
"2023","4678010","Kyron Drones","QB","Virginia Tech","ACC","0.0827","0.1014","0.0645"
"2023","4686769","Ashaad Clayton","RB","Tulane","American Athletic","0.0821","0","0.1358"
"2023","4431236","Qian Magwood","WR","Ball State","Mid-American","0.0821","0.1618","0"
"2023","4427575","Jha'Quan Jackson","WR","Tulane","American Athletic","0.0821","0.2115","0"
"2023","5082052","Keldric Moody","RB","Louisiana Tech","Conference USA","0.0821","0.0294","0.1429"
"2023","4689338","Dillon Johnson","RB","Washington","Pac-12","0.082","0.0375","0.175"
"2023","4685261","Germie Bernard","WR","Washington","Pac-12","0.082","0.1","0.05"
"2023","4430637","Ja'Lynn Polk","WR","Washington","Pac-12","0.082","0.1125","0.025"
"2023","4685454","Jayden Maiava","QB","UNLV","Mountain West","0.0818","0.1321","0.0351"
"2023","4685424","Dane Key","WR","Kentucky","SEC","0.0818","0.1324","0"
"2023","4596596","J.J. Jones","WR","North Carolina","ACC","0.0815","0.1692","0"
"2023","4430926","Brian Battie","RB","Auburn","SEC","0.0813","0.0227","0.1154"
"2023","4794107","Marlon Gunn","RB","East Carolina","American Athletic","0.0813","0.0169","0.1475"
"2023","4365617","Sherod White","RB","New Mexico","Mountain West","0.0811","0","0.1429"
"2023","4705859","K.D. Hutchinson","WR","Western Kentucky","Conference USA","0.0809","0.1136","0.0208"
"2023","5083076","Harold Fannin","TE","Bowling Green","Mid-American","0.0806","0.1552","0.0161"
"2023","4578462","Odieu Hilaire","WR","Bowling Green","Mid-American","0.0806","0.1724","0"
"2023","4613050","Quentin Skinner","WR","Kansas","Big 12","0.0803","0.1786","0.0125"
"2023","4683114","Will Pauling","WR","Wisconsin","Big Ten","0.0803","0.1549","0"
"2023","4571563","Sean Atkins","WR","South Florida","American Athletic","0.08","0.1772","0"
"2023","4361263","Drake Anderson","RB","Akron","Mid-American","0.08","0.0175","0.1795"
"2023","4362496","Lorenzo Lingard","RB","Akron","Mid-American","0.08","0.0175","0.1795"
"2023","4428018","Delbert Mimms III","RB","NC State","ACC","0.08","0","0.16"
"2023","4427037","Dashaun Davis","WR","Appalachian State","Sun Belt","0.08","0.1692","0.0119"
"2023","4362312","Tyler Walton","WR","Ohio","Mid-American","0.0798","0.1596","0.0177"
"2023","4686374","Steven McBride","WR","Hawai'i","Mountain West","0.0796","0.1194","0"
"2023","4869965","Kobe Prentice","WR","Alabama","SEC","0.0794","0.1724","0"
"2023","4683263","Heinrich Haarberg","QB","Nebraska","Big Ten","0.0789","0.1707","0.029"
"2023","4692538","Jalin Conyers","TE","Arizona State","Pac-12","0.0787","0.1311","0.0313"
"2023","4682775","D.Q. James","RB","Wyoming","Mountain West","0.0787","0.0385","0.1081"
"2023","4426800","Ahmarean Brown","WR","South Carolina","SEC","0.0786","0.1325","0"
"2023","4360516","Tyrone Tracy Jr.","RB","Purdue","Big Ten","0.0786","0.0606","0.0946"
"2023","4431346","Mark Redman","TE","San Diego State","Mountain West","0.0785","0.1786","0"
"2023","4685183","John Paul Richardson","WR","TCU","Big 12","0.0784","0.1538","0"
"2023","4426484","Marcus Major","RB","Oklahoma","Big 12","0.0784","0","0.125"
"2023","5081926","Tawee Walker","RB","Oklahoma","Big 12","0.0784","0","0.125"
"2023","4910239","Justus Ross-Simmons","WR","Colorado State","Mountain West","0.0781","0.1136","0"
"2023","4360589","Dontae Smith","RB","Georgia Tech","ACC","0.0781","0.0313","0.129"
"2023","4373634","Dallin Holker","TE","Colorado State","Mountain West","0.0781","0.1136","0"
"2023","4603746","Malik Rutherford","WR","Georgia Tech","ACC","0.0781","0.1563","0"
"2023","4746127","Zach Pyron","QB","Georgia Tech","ACC","0.0781","0.125","0.0323"
"2023","4428263","Treyson Potts","RB","Penn State","Big Ten","0.0778","0","0.1167"
"2023","4430063","Dominique Johnson","RB","Arkansas","SEC","0.0775","0","0.122"
"2023","4916885","Jaylen Jenkins","RB","Washington State","Pac-12","0.0774","0.0333","0.1385"
"2023","4879944","Markel Johnson","RB","Army","FBS Independents","0.0773","0.0714","0.08"
"2023","4383359","Phoenix Sproles","WR","James Madison","Sun Belt","0.0769","0.1754","0"
"2023","4366625","Reggie Brown","WR","James Madison","Sun Belt","0.0769","0.1754","0"
"2023","4432338","Luke Lachey","TE","Iowa","Big Ten","0.0769","0.1667","0"
"2023","4568992","Ryan O'Keefe","WR","Boston College","ACC","0.0769","0.1404","0.0278"
"2023","4429608","Corey Dyches","TE","Maryland","Big Ten","0.0766","0.1468","0"
"2023","4685740","Max Johnson","QB","Texas A&M","SEC","0.0764","0.1136","0.0179"
"2023","4596439","Dominic Lovett","WR","Georgia","SEC","0.0763","0.137","0"
"2023","4432665","Brock Bowers","TE","Georgia","SEC","0.0763","0.1096","0.0345"
"2023","4877706","Jayden Higgins","WR","Iowa State","Big 12","0.0763","0.1475","0"
"2023","4870513","Maddux Madsen","QB","Boise State","Mountain West","0.0763","0.0972","0.0517"
"2023","4870839","Kaleb Jackson","RB","LSU","SEC","0.0759","0","0.1549"
"2023","4426658","Noah Cain","RB","LSU","SEC","0.0759","0","0.1549"
"2023","4709012","Jase Bauer","QB","Central Michigan","Mid-American","0.0758","0.1915","0.0122"
"2023","4431597","Roc Taylor","WR","Memphis","American Athletic","0.0751","0.1429","0.0094"
"2023","4432434","Keyon Mozee","RB","Miami (OH)","Mid-American","0.0748","0","0.1481"
"2023","4428763","Dayton Wade","WR","Ole Miss","SEC","0.0746","0.1408","0"
"2023","4689721","Ty Robinson","WR","Ball State","Mid-American","0.0746","0.1471","0"
"2023","4429801","Tucker Gleason","QB","Toledo","Mid-American","0.0743","0.1587","0.0118"
"2023","4430254","Jerjuan Newton","WR","Toledo","Mid-American","0.0743","0.1429","0.0235"
"2023","4432664","Gavin Blackwell","WR","North Carolina","ACC","0.0741","0.1538","0"
"2023","4685374","Rodney Hill","RB","Florida State","ACC","0.0741","0","0.1449"
"2023","4426399","Ramel Keyton","WR","Tennessee","SEC","0.0738","0.1493","0.0122"
"2023","4702729","Braylin Presley","RB","Tulsa","American Athletic","0.0735","0.1154","0.0494"
